"","LHS","RHS","support","confidence","coverage","lift","count"
"65","{gear}","{use}",0.157051282051282,0.993243243243243,0.158119658119658,5.10810810810811,147
"66","{use}","{gear}",0.157051282051282,0.807692307692308,0.194444444444444,5.10810810810811,147
"67","{gear}","{energy}",0.157051282051282,0.993243243243243,0.158119658119658,4.86741191453233,147
"68","{energy}","{gear}",0.157051282051282,0.769633507853403,0.204059829059829,4.86741191453233,147
"69","{gear}","{power}",0.158119658119658,1,0.158119658119658,4.5,148
"70","{power}","{gear}",0.158119658119658,0.711538461538462,0.222222222222222,4.5,148
"71","{gear}","{cars}",0.157051282051282,0.993243243243243,0.158119658119658,2.03876244665718,147
"72","{gear}","{electric}",0.157051282051282,0.993243243243243,0.158119658119658,1.77758255387318,147
"73","{slowing}","{old}",0.158119658119658,0.993288590604027,0.159188034188034,5.70379215218018,148
"74","{old}","{slowing}",0.158119658119658,0.907975460122699,0.174145299145299,5.70379215218018,148
"75","{slowing}","{clean}",0.157051282051282,0.986577181208054,0.159188034188034,5.52955833299843,147
"76","{clean}","{slowing}",0.157051282051282,0.880239520958084,0.178418803418803,5.52955833299843,147
"77","{slowing}","{use}",0.157051282051282,0.986577181208054,0.159188034188034,5.0738255033557,147
"78","{use}","{slowing}",0.157051282051282,0.807692307692308,0.194444444444444,5.0738255033557,147
"79","{slowing}","{energy}",0.158119658119658,0.993288590604027,0.159188034188034,4.86763414034225,148
"80","{energy}","{slowing}",0.158119658119658,0.774869109947644,0.204059829059829,4.86763414034225,148
"81","{slowing}","{power}",0.158119658119658,0.993288590604027,0.159188034188034,4.46979865771812,148
"82","{power}","{slowing}",0.158119658119658,0.711538461538462,0.222222222222222,4.46979865771812,148
"83","{slowing}","{cars}",0.157051282051282,0.986577181208054,0.159188034188034,2.02507947721653,147
"84","{slowing}","{electric}",0.158119658119658,0.993288590604027,0.159188034188034,1.77766371090893,148
"85","{old}","{clean}",0.16025641025641,0.920245398773006,0.174145299145299,5.15778259432056,150
"86","{clean}","{old}",0.16025641025641,0.898203592814371,0.178418803418803,5.15778259432056,150
"87","{old}","{use}",0.16025641025641,0.920245398773006,0.174145299145299,4.73269062226117,150
"88","{use}","{old}",0.16025641025641,0.824175824175824,0.194444444444444,4.73269062226117,150
"89","{old}","{energy}",0.162393162393162,0.932515337423313,0.174145299145299,4.56981338129959,152
"90","{energy}","{old}",0.162393162393162,0.795811518324607,0.204059829059829,4.56981338129959,152
"91","{old}","{power}",0.161324786324786,0.926380368098159,0.174145299145299,4.16871165644172,151
"92","{power}","{old}",0.161324786324786,0.725961538461538,0.222222222222222,4.16871165644172,151
"93","{old}","{cars}",0.162393162393162,0.932515337423313,0.174145299145299,1.91411042944785,152
"94","{old}","{electric}",0.167735042735043,0.96319018404908,0.174145299145299,1.72379734659644,157
"95","{clean}","{use}",0.158119658119658,0.88622754491018,0.178418803418803,4.55774165953807,148
"96","{use}","{clean}",0.158119658119658,0.813186813186813,0.194444444444444,4.55774165953807,148
"97","{clean}","{energy}",0.167735042735043,0.940119760479042,0.178418803418803,4.60707903564599,157
"98","{energy}","{clean}",0.167735042735043,0.821989528795812,0.204059829059829,4.60707903564599,157
"99","{clean}","{power}",0.159188034188034,0.892215568862275,0.178418803418803,4.01497005988024,149
"100","{power}","{clean}",0.159188034188034,0.716346153846154,0.222222222222222,4.01497005988024,149
"101","{clean}","{cars}",0.164529914529915,0.922155688622755,0.178418803418803,1.89284588717302,154
"102","{clean}","{electric}",0.166666666666667,0.934131736526946,0.178418803418803,1.67179217091629,156
"103","{use}","{energy}",0.163461538461538,0.840659340659341,0.194444444444444,4.11967090501122,153
"104","{energy}","{use}",0.163461538461538,0.801047120418848,0.204059829059829,4.11967090501122,153
"105","{use}","{power}",0.164529914529915,0.846153846153846,0.194444444444444,3.80769230769231,154
"106","{power}","{use}",0.164529914529915,0.740384615384615,0.222222222222222,3.80769230769231,154
"107","{use}","{cars}",0.169871794871795,0.873626373626374,0.194444444444444,1.79323308270677,159
"108","{use}","{electric}",0.173076923076923,0.89010989010989,0.194444444444444,1.59300737503414,162
"109","{energy}","{power}",0.165598290598291,0.81151832460733,0.204059829059829,3.65183246073298,155
"110","{power}","{energy}",0.165598290598291,0.745192307692308,0.222222222222222,3.65183246073298,155
"111","{energy}","{cars}",0.173076923076923,0.848167539267016,0.204059829059829,1.74097547533756,162
"112","{energy}","{electric}",0.178418803418803,0.87434554973822,0.204059829059829,1.56479432993303,167
"113","{power}","{cars}",0.189102564102564,0.850961538461538,0.222222222222222,1.74671052631579,177
"114","{power}","{electric}",0.19017094017094,0.855769230769231,0.222222222222222,1.53154875717017,178
"115","{cars}","{electric}",0.463675213675214,0.951754385964912,0.487179487179487,1.7033309852068,434
"116","{electric}","{cars}",0.463675213675214,0.829827915869981,0.558760683760684,1.7033309852068,434
