"","metadata.total_results","metadata.status_code","metadata.request_date","metadata.request_url","metadata.code","metadata.message","metadata.page","metadata.page_size","results_df.author","results_df.title","results_df.description","results_df.url","results_df.url_to_image","results_df.published_at","results_df.content","results_df.id","results_df.name"
"32",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Selika Josiah Talbott, Contributor, 
 Selika Josiah Talbott, Contributor
 https://www.forbes.com/sites/selikajosiahtalbott/","The State Of Electric Vehicles: Tesla Scrutiny; Buzz For Nio And Rivian","The political economy of electric vehicles requires the attention of regulators, industry, and the public alike. We must apply the proper oversight and focused regulation so that this quickly evolving industry can safely and efficiently move forward.","https://www.forbes.com/sites/selikajosiahtalbott/2021/09/01/the-state-of-electric-vehicles-tesla-scrutiny-buzz-for-nio-and-rivian/","https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F61302ede88dfaa6ed615be55%2F0x0.jpg",2021-09-02 01:57:06,"NEW YORK, NY, UNITED STATES - 2019/04/17: Rivian R1S seen at the New York International Auto Show at ... [+] the Jacob K. Javits Convention Center in New York. (Photo by Michael Brochstein/SOPA Image… [+7477 chars]",NA,"Forbes"
"33",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Neil Winton, Senior Contributor, 
 Neil Winton, Senior Contributor
 https://www.forbes.com/sites/neilwinton/","China Could Grab Europe’s Mass Market For Electric Cars Unless EU Acts","Europe’s market for small electric cars be dominated by China unless swift action is taken by the European Union (EU) to allow manufacturers to profitably provide cheap vehicles for the mass market, according to a report from consultancy JATO Dynamics.","https://www.forbes.com/sites/neilwinton/2021/09/01/china-could-grab-europes-mass-market-for-electric-cars-unless-eu-acts/","https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F612f81d20010bec594bf0df2%2F0x0.jpg",2021-09-01 13:52:59,"Europeans need more electric cars like the Wuling Hong Guang Mini (Photo by HECTOR RETAMAL/AFP via ... [+] Getty Images)
AFP via Getty Images
Europes market for small electric cars will be dominate… [+4835 chars]",NA,"Forbes"
"34",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Caleb Miller","1073-HP PORSCHE Mission R Previews Electric Future of Racing...","The electric Mission R concept is about the size of the 718 Cayman but wider and lower, and it can hold its own with a 911 GT3 Cup car around the track.","https://www.caranddriver.com/news/a37484399/porsche-mission-r-electric-future-racing/","https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/300821-porsche23987-ldn-1630875861.jpg?crop=1.00xw:0.753xh;0,0.0983xh&resize=1200:*",2021-09-06 14:19:41,"<ul><li>The Mission R is similar in size to the 718 Cayman, although it's quite a bit wider, and it puts out 671 horsepower in ""race mode"" and cranks that up to 1073 horses in “qualifying mode.""</li>… [+4573 chars]",NA,"Car and Driver"
"35",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Chance Miller","Apple selects 15 Black- and Brown-owned businesses to join its Impact Accelerator program","Apple has announced this morning that it has selected 15 Black- and Brown-owned businesses for a “first-of-its-kind Impact Accelerator.” This program is part of Apple’s Racial Equity and Justice Initiative, and it will help “combat systemic barriers to opport…","https://9to5mac.com/2021/08/17/apple-selects-15-black-and-brown-owned-businesses-to-join-its-impact-accelerator-program/","https://i0.wp.com/9to5mac.com/wp-content/uploads/sites/6/2021/08/apple_impact-accelerator-aug21_hero_08172021.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1",2021-08-17 12:10:26,"Apple has announced this morning that it has selected 15 Black- and Brown-owned businesses for a “first-of-its-kind Impact Accelerator.” This program is part of Apples Racial Equity and Justice Initi… [+10191 chars]",NA,"9to5Mac"
"36",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Al Jazeera","Medellin strives to become Latin America’s first ‘eco-city’","The Colombian city, notorious decades ago for its crime and violence, is reinventing itself.","https://www.aljazeera.com/news/2021/8/31/medellin-strives-to-become-latin-americas-first-eco","https://www.aljazeera.com/wp-content/uploads/2021/08/Electric-Bus-2.jpeg?resize=1200%2C630",2021-08-31 16:06:05,"Medellin, Colombia About 30 years ago, Medellin was considered one of the most dangerous cities in the world. Drug cartels reigned, homicides and explosions were commonplace, and only the foolish str… [+8161 chars]","al-jazeera-english","Al Jazeera English"
"37",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Lisa Magloff","Novel micro-battery could power IoT devices","Researchers are developing a micro-battery that is much more efficient at a smaller size 
The post Novel micro-battery could power IoT devices appeared first on Springwise.","https://www.springwise.com/innovation/agriculture-energy/microbattery-insects-four-times-energy","https://www.springwise.com/wp-content/uploads/2021/09/innovationagriculture-energymicrobattery-insects-four-times-energy.png",2021-09-03 05:00:00,"Spotted: As electronics are becoming smaller, one problem designers face is how to get more power out of ever-smaller batteries. This is a particularly difficult problem because energy density become… [+2330 chars]",NA,"Springwise.com"
"38",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Adele Peters","The world is aiming for net zero emissions by 2050. It’s time to admit it’s not enough","Governments and businesses have settled on an easy-to-remember climate goal. But even if we achieve it, we’ll still face climate disasters that could be prevented with bolder action.
Thirty-three years ago, on a sweltering summer day in 1988, NASA scientist J…","https://www.fastcompany.com/90659281/the-world-is-aiming-for-net-zero-emissions-by-2050-its-time-to-admit-its-not-enough?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=feedburner+fastcompany&utm_content=feedburner","https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2021/09/p-1-90659281-net-zero-by-2050-isnand8217t-enough.jpg",2021-09-13 06:00:20,"Thirty-three years ago, on a sweltering summer day in 1988, NASA scientist James Hansen stood up in front of Congress and testified about an existential threat to the planet: The climate was changing… [+14932 chars]",NA,"Fast Company"
"39",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Nilay Patel","The quirks and features of YouTube car reviews with Doug DeMuro","Nilay Patel talks to YouTube creator Doug DeMuro about the economics of YouTube, reviewing cars ethically, and launching car auction website Cars and Bids.","https://www.theverge.com/22637871/doug-demuro-car-reviews-youtube-decoder-interview","https://cdn.vox-cdn.com/thumbor/jaTrGvOOUAQk3fCD5lBwuPcW6pg=/0x148:2050x1221/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22801385/VRG_ILLO_Decoder_Doug_DeMuro_s.jpg",2021-08-24 13:00:00,"Photo Illustration by Grayson Blackmon / The Verge

 


 Building a career on pushing buttons and seeing what happens Today I’m talking to Doug DeMuro, one of my all-time favorite YouTubers. Doug’s … [+79749 chars]","the-verge","The Verge"
"40",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Clarivate","The Road Ahead: Sustainable Vehicles Today and in the Future","Convergence is an unstoppable natural consequence of innovation. One industry right in the middle of a convergence storm and multiple vectors of disruption is the automotive sector.Register for the webinar nowElectric vehicles and sustainable transportation h…","https://discover.clarivate.com/Sustainable_vehicles?utm_campaign=Feed%3A+IeeeSpectrum+%28IEEE+Spectrum%29&utm_source=feedburner&utm_medium=feed",NA,2021-09-03 20:20:29,"Convergence is an unstoppable natural consequence of innovation. One industry right in the middle of a convergence storm and multiple vectors of disruption is the automotive sector.Electric vehicles … [+465 chars]",NA,"Clarivate.com"
"41",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Tora Northman","Celebrate the Airbag With Heron Preston & Mercedes-Benz","The marriage of fashion and automotive has grown strong over the past few years, with car manufacturers tapping some of the biggest designers and brands right now, the latest partnership is none other than Heron Preston and Mercedes-Benz. Teaming up to celebr…","https://www.highsnobiety.com/p/heron-preston-mercedes-benz-interview/","https://static.highsnobiety.com/thumbor/qDrB5ZuP5EOUtx9qfeB-j4l2W58=/1200x720/static.highsnobiety.com/wp-content/uploads/2021/08/31131827/heron-preston-mercedes-benz-interview-feat.jpg",2021-08-31 11:56:29,"The marriage of fashion and automotive has grown strong over the past few years, with car manufacturers tapping some of the biggest designers and brands right now, the latest partnership is none othe… [+5041 chars]",NA,"Highsnobiety"
"42",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Erik Shilling","The Chevy Bolt Fire Thing Has Really Been A Disaster For GM","Auto sales are bad in Europe, Rivian wants to raise billions more, and the Chevy Bolt fire thing sure seems bad. All that and more in The Morning Shift for September 16, 2021.Read more...","https://jalopnik.com/the-chevy-bolt-fire-thing-has-really-been-a-disaster-fo-1847686728","https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/f20633ff775a4c71431dcbdd820fa4a0.png",2021-09-16 14:25:00,"Auto sales are bad in Europe, Rivian wants to raise billions more, and the Chevy Bolt fire thing sure seems bad. All that and more in The Morning Shift for September 16, 2021.
1st Gear: There Was An… [+8378 chars]",NA,"Jalopnik"
"43",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"PR Newswire","Lion Announces Upcoming Participation at Virtual Investor Conferences","The Lion Electric Company (NYSE: LEV) (TSX: LEV) (""Lion"" or the ""Company""), a leading manufacturer of all-electric medium and heavy-duty urban vehicles...","https://finance.yahoo.com/news/lion-announces-upcoming-participation-virtual-210500114.html","https://s.yimg.com/uu/api/res/1.2/PvcOgPpunL4Wv5wI2FLU5Q--~B/aD0xNjt3PTE2O2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/prnewswire.com/77dbf210aff8e35cd0958c528b163af6",2021-08-23 21:05:00,"MONTREAL, Aug. 23, 2021 /CNW Telbec/ - The Lion Electric Company (NYSE: LEV) (TSX: LEV) (""Lion"" or the ""Company""), a leading manufacturer of all-electric medium and heavy-duty urban vehicles, announc… [+1816 chars]",NA,"Yahoo Entertainment"
"44",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Arrival Group","Arrival Announces Upcoming Virtual Conference Participation","LUXEMBOURG, Aug. 19, 2021 (GLOBE NEWSWIRE) -- Arrival (NASDAQ: ARVL), pioneer of a unique new method of design and production of affordable electric vehicles...","https://finance.yahoo.com/news/arrival-announces-upcoming-virtual-conference-200500906.html","https://s.yimg.com/ny/api/res/1.2/H3ghSK1Hu7NqZNcpK5Sb0A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTIwMDA7aD0zMjU-/https://s.yimg.com/uu/api/res/1.2/8jRgG1oatUylfihEaIbD_Q--~B/aD0zNDI7dz0yMTA1O2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/globenewswire.com/9a10e76f459000cb527b5cc7e91f487f",2021-08-19 20:05:00,"LUXEMBOURG, Aug. 19, 2021 (GLOBE NEWSWIRE) -- Arrival (NASDAQ: ARVL), pioneer of a unique new method of design and production of affordable electric vehicles (EVs) by local Microfactories, today anno… [+1606 chars]",NA,"Yahoo Entertainment"
"45",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Ken Silverstein, Senior Contributor, 
 Ken Silverstein, Senior Contributor
 https://www.forbes.com/sites/kensilverstein/","What Are The Keys To EV Success? Tesla Is Focused On Battery Recycling","Tesla wants to ramp global sales. A key to doing so, it says, is recycling its batteries.","https://www.forbes.com/sites/kensilverstein/2021/08/24/what-are-the-keys-to-ev-success-tesla-is-focused-on-battery-recycling/","https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F6123e8eb5da4cdde34d58199%2F0x0.jpg",2021-08-24 11:55:11,"A battery pack stands on a trolley as Tesla Model X sports utility vehicles (SUV) sit in cradles ... [+] during assembly for the European market at the Tesla Motors Inc. factory in Tilburg, Netherlan… [+5618 chars]",NA,"Forbes"
"46",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Sebastien Bell","Electrify America Announces Single Largest Infrastructure Project In America For Freight Trucks","The project will help 60 electric heavy-duty trucks haul goods between ports and a facility in Ontario, California.","https://www.carscoops.com/2021/09/electrify-america-announces-single-largest-infrastructure-project-in-america-for-freight-trucks/","https://www.carscoops.com/wp-content/uploads/2021/09/Electrify-America-x-NFI-Industries-3.jpg",2021-09-01 23:54:19,"Electrify America aims to create 34 DC fast chargers to support the development of a 60-strong fleet of electric heavy-duty freight trucks being planned to serve the Ports of Los Angeles and Long Bea… [+2006 chars]",NA,"CarScoops"
"47",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Jeff Thomson, Senior Contributor, 
 Jeff Thomson, Senior Contributor
 https://www.forbes.com/sites/jeffthomson/","How This CFO Is Helping To Drive The Electric Vehicle Revolution","Cielo Hernandez, CFO of XL Fleet, shares her unique insights on electrification solutions and climate change.","https://www.forbes.com/sites/jeffthomson/2021/08/20/how-this-cfo-is-helping-to-drive-the-electric-vehicle-revolution/","https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F611e70a2159152ca21c7870b%2F0x0.jpg",2021-08-20 11:00:00,"The electric vehicle market is transforming mass commercial transport.
getty
With growing recognition that fossil fuels are contributing to climate change and extreme weather events, the urgency to… [+8218 chars]",NA,"Forbes"
"48",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Yves Smith","“All-Electric Future Comes At A Huge Cost”","Tempering some of the enthuiasm for ""all-electric"" schemes.","https://www.nakedcapitalism.com/2021/08/all-electric-future-comes-at-a-huge-cost.html",NA,2021-08-25 07:49:02,"Yves here. Just because a post raising concerns about the enthusiasm for electric power comes from a site called Oil Price does not make it all wet. As we and some others have stressed, the Green New… [+6322 chars]",NA,"Nakedcapitalism.com"
"49",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Brad Anderson","All-Electric Volta Zero Truck To Be Built By Steyr Automotive In Austria","The Volta Zero has a centrally mounted driving position and a range of up to 125 miles .","https://www.carscoops.com/2021/09/all-electric-volta-zero-truck-to-be-built-by-steyr-automotive-in-austria/","https://www.carscoops.com/wp-content/uploads/2021/09/Volta-Zero-2.jpg",2021-09-08 07:52:43,"Electric truck start-up Volta Trucks has announced that its Volta Zero truck will be manufactured by Steyr Automotive in Steyr, Austria.
The Volta Zero is marketed as the worlds first purpose-built … [+1779 chars]",NA,"CarScoops"
"50",520,200,2021-09-16 14:57:57,"https://newsapi.org/v2/everything?q=Electric%20Vehicles%20AND%20sustainability&language=en&sortBy=relevancy&pageSize=50&page=1","","",1,50,"Reuters","Nikola, Iveco sign MoU to deliver 25 e-trucks to Hamburg port","Electric-truck maker Nikola and Iveco, the commercial vehicles brand of Italy's CNH Industrial, on Wednesday said they had agreed to test and deliver up to...","https://finance.yahoo.com/news/nikola-iveco-sign-mou-deliver-110614050.html","https://s.yimg.com/uu/api/res/1.2/MG7DjogVEM9qo_d2I1TRNg--~B/aD01MzI7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/reuters-finance.com/330c807e5eea1529327382badf844ebb",2021-09-15 11:06:14,"ULM, Germany (Reuters) - Electric-truck maker Nikola and Iveco, the commercial vehicles brand of Italy's CNH Industrial, on Wednesday said they had agreed to test and deliver up to 25 vehicles to the… [+1033 chars]",NA,"Yahoo Entertainment"
